Area,Perimeter,Ratio_AP,Ratio_Ch,Ratio_LW,Ratio_WL,e,Cv,circul,label
17107.24229,529.1268703,32.33107832,0.98435589,1.904729366,0.525008969,0.883722546,1.141208194,0.659577353,1
178020.4493,2257.7328,78.84921073,0.718237436,2.172497175,0.460299793,0.972915789,1.509498424,0.478101607,1
176036.9876,1718.25535,102.4510051,0.96394052,1.950899411,0.51258409,0.892648923,1.155262852,0.660731696,1
435303.3674,3163.026268,137.6224319,0.851559995,2.460275063,0.406458617,0.954693702,1.352389696,0.568302381,1
1639772.118,5121.858942,320.1517528,0.943662883,1.459548567,0.685143353,0.874401563,1.128316484,0.708668381,1
360882.6451,2669.90969,135.1666112,0.909554724,2.09579075,0.477146872,0.933293685,1.253743345,0.606398345,1
77895.85764,1068.285532,72.91670185,0.976067855,1.224775895,0.816475899,0.824067182,1.079755023,0.786118022,1
1256526.792,4540.120839,276.7606495,0.924862922,1.236391815,0.808805096,0.884628929,1.142553654,0.733709959,1
79081.48569,1303.886972,60.65056818,0.856417163,2.231010273,0.44822743,0.946501886,1.307969461,0.61024245,1
3684511.721,7614.881914,483.8567115,0.94668967,1.150290977,0.869345253,0.866936147,1.119098387,0.801442559,1
654042.9113,3483.379899,187.7610052,0.937093654,1.697344906,0.589155449,0.920706231,1.21504619,0.639671492,1
598202.6051,3111.698312,192.2431242,0.92238628,1.021820882,0.978645101,0.879331634,1.134928239,0.798506328,1
218203.85,2585.830309,84.38444288,0.790701114,3.483886235,0.287035779,0.97672983,1.561578731,0.450952185,1
55931.68416,986.9389007,56.67188122,0.940308387,1.67989253,0.595276175,0.904541225,1.177216626,0.670093877,1
95423.34301,1245.851051,76.59289841,0.923589224,1.195523761,0.836453471,0.881314244,1.13771603,0.768325845,1
599938.0989,4098.190051,146.39099,0.861916899,3.457171962,0.289253763,0.971496658,1.492567364,0.438345178,1
226200.7711,2893.600411,78.17277405,0.723303683,4.113912868,0.243077584,0.984579131,1.716273848,0.414139021,1
1644994.908,5169.939051,318.1845843,0.920828435,1.434054733,0.697323454,0.880879998,1.137098829,0.744218088,1
878984.121,3717.808094,236.4253611,0.953265386,1.141786713,0.875820317,0.86654783,1.118643032,0.745224487,1
86400.54894,4463.36556,19.35771287,0.183145244,6.717643965,0.148861715,0.999628089,4.28350497,0.162219977,1
606316.812,3214.330926,188.6292438,0.908793255,1.230623399,0.812596283,0.897920992,1.164490231,0.752685111,1
121581.1604,2324.631755,52.30125595,0.750492651,5.767175126,0.173395116,0.989532889,1.880685135,0.344039309,1
285805.3541,2313.785305,123.5228496,0.905363847,1.387254829,0.720848095,0.922831573,1.220908019,0.667061642,1
307797.6381,2377.367772,129.4699296,0.903075308,1.685945143,0.593139109,0.918346728,1.208812097,0.666311333,1
25686.9583,874.180878,29.38403133,0.789361762,3.375068654,0.296290269,0.975145353,1.538650669,0.427684077,1
66536.95198,1345.658964,49.44562758,0.836051538,3.253811875,0.307331843,0.96959969,1.471629976,0.517502357,1
292301.4852,3731.622853,78.33092913,0.48330199,2.419110857,0.413375021,0.990944945,1.947050882,0.384836884,1
164699.8864,1587.930455,103.7198361,0.949815667,1.144279036,0.873912716,0.852698066,1.10377333,0.816250971,1
82533.62037,1126.728246,73.25068906,0.949268411,1.144789692,0.873522889,0.855289355,1.106365951,0.818515763,1
92031.56201,1267.222473,72.62462903,0.910390852,1.221240565,0.818839489,0.905104595,1.178364194,0.722695911,1
639903.8405,3711.85921,172.3944267,0.882337526,2.093822935,0.477595304,0.94670846,1.308968528,0.550210122,1
306207.1934,2262.002363,135.3699706,0.933183318,1.546483001,0.646628511,0.891371093,1.153135727,0.699561287,1
141445.0722,1721.029904,82.18629546,0.938820674,2.513775976,0.397807923,0.942785426,1.290891002,0.548375325,1
142533.7175,1718.442197,82.94356236,0.899224308,1.830438002,0.546317329,0.941184339,1.284018231,0.584357532,1
233338.2566,2051.567377,113.7365797,0.92765733,1.785028609,0.560215111,0.91402755,1.198085682,0.647446021,1
444085.0901,2956.886618,150.1867158,0.851470897,1.199175435,0.833906342,0.932703095,1.2516896,0.673655743,1
44114.72929,1562.997658,28.22443723,0.551259686,5.077499126,0.19694735,0.993370058,2.099237549,0.359213891,1
834593.95,3476.0789,240.096377,0.966470547,1.208719694,0.827321674,0.81464649,1.073364129,0.836044885,1
77263.66177,2384.240793,32.40598098,0.463163748,4.917359755,0.203361163,0.996292418,2.419677793,0.290251339,1
338128.1732,3221.121341,104.9721936,0.628416863,1.526325176,0.655168385,0.976800476,1.562649129,0.5613438,1
